pvals_adj	fc	AUROC	cluster	Gene	cell_type
0.0	0.91940767	0.7714474344348142	Tc-Mem	DISC1FP1	Tc-Mem
0.0	0.9073479	0.7714153232860546	Tc-Mem	AC007319.1	Tc-Mem
0.0	0.92531943	0.7714005778465441	Tc-Mem	NAALADL2	Tc-Mem
0.0	0.9322675	0.7710460450753186	Tc-Mem	AC011287.1	Tc-Mem
0.0	0.9246893	0.770937098369807	Tc-Mem	DCC	Tc-Mem
0.0	0.9280299	0.7706669793864407	Tc-Mem	AC013652.1	Tc-Mem
0.0	0.9293448	0.770504830929664	Tc-Mem	CARD18	Tc-Mem
0.0	0.9200942	0.7704391186748423	Tc-Mem	USH2A	Tc-Mem
0.0	0.9183985	0.7699836284519164	Tc-Mem	FAT3	Tc-Mem
0.0	0.91955465	0.7699606882472425	Tc-Mem	MGAT4C	Tc-Mem
0.0	0.91513443	0.7698927153675481	Tc-Mem	LINC02208	Tc-Mem
0.0	0.9284805	0.7698765056596542	Tc-Mem	PTPRD	Tc-Mem
0.0	0.92147565	0.7698583179049967	Tc-Mem	GRM7	Tc-Mem
0.0	0.9287351	0.7698485561157737	Tc-Mem	KALRN	Tc-Mem
0.0	0.93015105	0.769802650017507	Tc-Mem	AC084816.1	Tc-Mem
0.0	0.91333437	0.7697663001971111	Tc-Mem	SYT1	Tc-Mem
0.0	0.90952593	0.769652806552935	Tc-Mem	LINC00871	Tc-Mem
0.0	0.9173676	0.7695417790449837	Tc-Mem	AL136114.1	Tc-Mem
0.0	0.94138116	0.7695251069365476	Tc-Mem	AC007389.1	Tc-Mem
0.0	0.93008804	0.7693420220107796	Tc-Mem	HULC	Tc-Mem
0.0	0.92737997	0.7693409944540193	Tc-Mem	CNTN5	Tc-Mem
0.0	0.90747124	0.7693232177220659	Tc-Mem	SPOCK1	Tc-Mem
0.0	0.91832703	0.7692722509067547	Tc-Mem	CPNE4	Tc-Mem
0.0	0.92408466	0.7689298946831388	Tc-Mem	AP005230.1	Tc-Mem
0.0	0.9287515	0.7688362585733556	Tc-Mem	AC012560.1	Tc-Mem
0.0	0.9339277	0.7687795888180246	Tc-Mem	CTNNA3	Tc-Mem
0.0	0.9202789	0.768774759301251	Tc-Mem	AC015687.1	Tc-Mem
0.0	0.9216463	0.7685755160454273	Tc-Mem	GRIN2B	Tc-Mem
0.0	0.91959774	0.7684553175933901	Tc-Mem	AC096570.1	Tc-Mem
4.009699262781628e-308	0.91306114	0.7681656750315781	Tc-Mem	AC019211.1	Tc-Mem
1.7593234020599589e-307	0.9339615	0.7678843043016865	Tc-Mem	ERC2	Tc-Mem
2.023215630429863e-307	0.927604	0.76785599511294	Tc-Mem	MAGI2	Tc-Mem
3.287730538033903e-307	0.91109085	0.7677620250472098	Tc-Mem	AC067956.1	Tc-Mem
3.287730538033903e-307	0.9298896	0.7677604580231503	Tc-Mem	AC034268.2	Tc-Mem
4.974013954949399e-307	0.9310447	0.7676784846825967	Tc-Mem	AL589740.1	Tc-Mem
3.719431129608716e-306	0.54137707	0.7672939215650512	Tc-Mem	CD2	Tc-Mem
8.490417495426285e-306	0.9208224	0.7671357035128825	Tc-Mem	AC099520.1	Tc-Mem
1.498861907240367e-305	0.92943805	0.7670261659622337	Tc-Mem	CDH18	Tc-Mem
2.0240910439539322e-305	0.92278975	0.766967441093382	Tc-Mem	KCNMB2	Tc-Mem
2.439610920031693e-305	0.91234654	0.7669302949164969	Tc-Mem	PID1	Tc-Mem
2.5170210329092377e-305	0.924389	0.7669226653075516	Tc-Mem	ANKFN1	Tc-Mem
2.891384074860514e-305	0.9151766	0.7668946643858332	Tc-Mem	AP005262.1	Tc-Mem
2.896048496155846e-305	0.90887564	0.7668926863390696	Tc-Mem	LINC01182	Tc-Mem
5.863298939594284e-305	0.9314207	0.7667571259134658	Tc-Mem	AL589693.1	Tc-Mem
7.149415522134127e-305	0.9394328	0.766717821867384	Tc-Mem	AL365295.1	Tc-Mem
8.605561985236404e-305	0.92081696	0.7666809839575269	Tc-Mem	LINC01924	Tc-Mem
2.856673286099632e-304	0.9160377	0.766451376399436	Tc-Mem	LINC00504	Tc-Mem
1.306182723285906e-303	0.91611534	0.7661606549030255	Tc-Mem	LINC02267	Tc-Mem
1.3889206774979978e-303	0.9367308	0.7661473737318987	Tc-Mem	SLIT3	Tc-Mem
4.323732227206199e-303	0.92862135	0.7659295830765511	Tc-Mem	ADAMTSL1	Tc-Mem
5.182213950690293e-303	0.9151746	0.7658935158342643	Tc-Mem	NELL1	Tc-Mem
1.5187123307521136e-302	0.93280405	0.7656870539921994	Tc-Mem	CNTNAP5	Tc-Mem
1.9326457118544708e-302	0.91647846	0.7656395551809541	Tc-Mem	ZNF385D	Tc-Mem
4.5169370406390166e-302	0.9065323	0.7654760965893079	Tc-Mem	AP003066.1	Tc-Mem
6.582275462933183e-302	0.9306178	0.7654023950806748	Tc-Mem	KCNMA1	Tc-Mem
6.582275462933183e-302	0.948846	0.7654012133904005	Tc-Mem	CDH13	Tc-Mem
1.1385403069422094e-301	0.94209796	0.7652951181548986	Tc-Mem	LINC01320	Tc-Mem
1.893192994588483e-301	0.9164717	0.7651965240837468	Tc-Mem	AC010343.3	Tc-Mem
2.0791324701613117e-301	0.92366284	0.7651771546388151	Tc-Mem	ASIC2	Tc-Mem
2.3793759522366385e-301	0.92404574	0.7651499243846669	Tc-Mem	LINC01122	Tc-Mem
3.780344340513946e-301	0.8996539	0.7650600131681399	Tc-Mem	THSD7A	Tc-Mem
5.943762830656449e-301	0.92505443	0.7649720799983765	Tc-Mem	CSMD2	Tc-Mem
1.195799561793673e-300	0.9165702	0.7648369819733148	Tc-Mem	LINC00907	Tc-Mem
1.7918910352777234e-300	0.92166317	0.7647567811681728	Tc-Mem	AL391117.1	Tc-Mem
3.5325930584380894e-300	0.9288808	0.7646240979014979	Tc-Mem	MAPK10	Tc-Mem
4.846953496202938e-300	0.9308552	0.7645621619177703	Tc-Mem	PCDH15	Tc-Mem
1.445822695556828e-299	0.92214745	0.764351461404069	Tc-Mem	HMCN1	Tc-Mem
1.7816346892926825e-299	0.931061	0.7643100765555475	Tc-Mem	NCKAP5	Tc-Mem
2.3167027915039034e-299	0.92601115	0.764258390450504	Tc-Mem	AC016766.1	Tc-Mem
2.9947467566068423e-299	0.9230491	0.7642078346578969	Tc-Mem	CNBD1	Tc-Mem
6.283519392459254e-299	0.9357572	0.7640643877341577	Tc-Mem	AC013287.1	Tc-Mem
2.7800906073830123e-298	0.9278493	0.7637776480201935	Tc-Mem	TRPM3	Tc-Mem
3.097274571380808e-298	0.925432	0.763755581238766	Tc-Mem	NRXN1	Tc-Mem
6.440259346286012e-298	0.9181569	0.7636136499612483	Tc-Mem	LINC02755	Tc-Mem
7.458825164138376e-298	0.9050235	0.7635841333933084	Tc-Mem	AL445255.1	Tc-Mem
1.8599866657526942e-297	0.920612	0.7634071881191832	Tc-Mem	LINC02008	Tc-Mem
2.020039174497728e-297	0.92529273	0.7633900279212861	Tc-Mem	LINC02882	Tc-Mem
2.4596972284405896e-297	0.91669357	0.7633508780087184	Tc-Mem	PDE1A	Tc-Mem
9.760132778984905e-297	0.9167302	0.7630831224059009	Tc-Mem	XIRP2	Tc-Mem
1.7300682444543915e-296	0.9266492	0.7629716324974074	Tc-Mem	GRID2	Tc-Mem
4.094566373610363e-296	0.90919167	0.7628043976346671	Tc-Mem	AP000829.1	Tc-Mem
1.0157408784434602e-295	0.9242982	0.7626279918278411	Tc-Mem	HS6ST3	Tc-Mem
1.059832689493772e-295	0.9366762	0.7626185639945653	Tc-Mem	LMCD1-AS1	Tc-Mem
3.1281543869061157e-295	0.9330021	0.7624085057038391	Tc-Mem	AGBL4	Tc-Mem
1.2335428606724041e-294	0.9166397	0.7621423171250812	Tc-Mem	LINC01470	Tc-Mem
2.3931266475028814e-294	0.9264598	0.7620130247957153	Tc-Mem	DGKB	Tc-Mem
2.682527765161889e-294	0.92650133	0.7619897506350943	Tc-Mem	AC104574.2	Tc-Mem
3.379498399427314e-294	0.94122523	0.7619438959146656	Tc-Mem	PKD1L1	Tc-Mem
4.6494718927357384e-294	0.9426288	0.7618810094409346	Tc-Mem	TENM2	Tc-Mem
1.1792754783869001e-293	0.92976487	0.7616997484284161	Tc-Mem	AC060765.2	Tc-Mem
1.4327888205003554e-293	0.93634224	0.7616608810939575	Tc-Mem	AL157886.1	Tc-Mem
1.909483131875065e-293	0.9467406	0.7616041085829505	Tc-Mem	LARGE1	Tc-Mem
3.506401299462475e-293	0.9175244	0.7614840899533464	Tc-Mem	LINC02306	Tc-Mem
4.6055286446972536e-293	0.9129487	0.7614301175345111	Tc-Mem	SPATA16	Tc-Mem
6.441335431527652e-293	0.92676765	0.7613639685680662	Tc-Mem	AL356108.1	Tc-Mem
9.722999791677091e-293	0.91900796	0.761283022784273	Tc-Mem	AC004160.1	Tc-Mem
9.825319505333016e-293	0.9149095	0.761279863047235	Tc-Mem	LINC02223	Tc-Mem
1.3574044009657162e-292	0.92278767	0.7612160774613388	Tc-Mem	ZFPM2-AS1	Tc-Mem
2.86593662744704e-292	0.9312199	0.7610700102678609	Tc-Mem	GALNTL6	Tc-Mem
3.8455008807683727e-292	0.9342827	0.7610118505552275	Tc-Mem	RBMS3	Tc-Mem
2.2757367346074166e-291	0.92355806	0.7606654868602464	Tc-Mem	SAMD12	Tc-Mem
2.3413933176971992e-291	0.9261847	0.7606588591191423	Tc-Mem	GRIK1	Tc-Mem
7.789266820282664e-291	0.94400144	0.7604240880883308	Tc-Mem	SORCS1	Tc-Mem
8.762688376795759e-291	0.93357	0.7604000946379776	Tc-Mem	NPSR1-AS1	Tc-Mem
1.7216003101303748e-290	0.904131	0.7602676168826548	Tc-Mem	AC079760.2	Tc-Mem
2.3520173654893554e-290	0.8992968	0.7602058093435222	Tc-Mem	AC022325.2	Tc-Mem
6.497952779719466e-290	0.9084427	0.7600068486658074	Tc-Mem	AC132803.1	Tc-Mem
1.0288557065484875e-289	0.92009234	0.7599162438484672	Tc-Mem	NAV3	Tc-Mem
1.6758561804031296e-289	0.93065536	0.7598200902246214	Tc-Mem	POU6F2	Tc-Mem
5.618057341137187e-289	0.9138255	0.7595820567010958	Tc-Mem	SLC8A1	Tc-Mem
7.057053819813425e-289	0.9209901	0.7595365102476951	Tc-Mem	LINC01414	Tc-Mem
1.8807424985576338e-288	0.9333601	0.7593441002443273	Tc-Mem	CDH12	Tc-Mem
2.6912463831191315e-288	0.9174282	0.759273070383271	Tc-Mem	KCNMB2-AS1	Tc-Mem
9.025063960517566e-288	0.9225894	0.7590355506381257	Tc-Mem	PIK3C2G	Tc-Mem
1.2556689334198149e-287	0.9250476	0.7589699411389799	Tc-Mem	ATP10B	Tc-Mem
1.6116058841801077e-287	0.9263149	0.7589201046361049	Tc-Mem	THSD7B	Tc-Mem
4.362173934616787e-287	0.92660046	0.758724226628671	Tc-Mem	LINC01478	Tc-Mem
9.119665920288881e-287	0.9381778	0.7585788016581684	Tc-Mem	MIR99AHG	Tc-Mem
9.806638448453267e-287	0.91827273	0.7585635681291968	Tc-Mem	IQCM	Tc-Mem
1.3173653499412545e-286	0.9386553	0.7585047405046691	Tc-Mem	CACNA2D3	Tc-Mem
1.6702003822877918e-286	0.9202081	0.7584572416934239	Tc-Mem	NLGN1	Tc-Mem
2.6643630350621357e-286	0.9297179	0.758364710207158	Tc-Mem	TENM4	Tc-Mem
2.849454029793675e-286	0.9393883	0.7583505556127847	Tc-Mem	PXDNL	Tc-Mem
3.7660586372014097e-286	0.9301505	0.7582948877252951	Tc-Mem	SAMMSON	Tc-Mem
1.1677557112042949e-285	0.9229828	0.7580709317293857	Tc-Mem	UNC13C	Tc-Mem
1.4783998482426693e-285	0.9092039	0.7580236641184115	Tc-Mem	AC087857.1	Tc-Mem
2.168151717114004e-285	0.92669034	0.7579475221624727	Tc-Mem	LINC00276	Tc-Mem
3.0670990931269143e-285	0.91863364	0.7578784446592609	Tc-Mem	AC020687.1	Tc-Mem
4.3259959674345234e-285	0.9423836	0.7578099323122673	Tc-Mem	SUGCT	Tc-Mem
1.5227356260113692e-284	0.9214575	0.7575616232211386	Tc-Mem	LINC02336	Tc-Mem
1.4385743909373928e-283	0.91609	0.7571186691906886	Tc-Mem	TRDN	Tc-Mem
1.7393999092193517e-283	0.9258857	0.7570803156346101	Tc-Mem	MIR100HG	Tc-Mem
1.7577282319489275e-283	0.92362905	0.7570773100310861	Tc-Mem	AC090809.1	Tc-Mem
2.8415494490835974e-283	0.8998437	0.7569817215634584	Tc-Mem	GALNT14	Tc-Mem
4.2287771868766003e-283	0.9339373	0.7569024198704816	Tc-Mem	RARB	Tc-Mem
1.2046907577178903e-282	0.8982687	0.7566950075384133	Tc-Mem	AC008163.1	Tc-Mem
1.770067706258538e-282	0.94557047	0.7566181462927422	Tc-Mem	BANK1	Tc-Mem
3.1388319825365673e-282	0.94006735	0.7565041388701859	Tc-Mem	MTUS2	Tc-Mem
3.672636786623673e-282	0.91027	0.7564722075438594	Tc-Mem	FRMPD2	Tc-Mem
4.705592636985834e-282	0.9178307	0.7564223453520653	Tc-Mem	ADGRB3	Tc-Mem
4.850773974782523e-282	0.9275535	0.7564154350328522	Tc-Mem	EPHA6	Tc-Mem
6.888222732878926e-282	0.9288951	0.7563452529061232	Tc-Mem	AL033504.1	Tc-Mem
8.169246353335742e-282	0.9237621	0.7563106499322197	Tc-Mem	AC092969.1	Tc-Mem
8.65138281845775e-282	0.9209964	0.7562984220067721	Tc-Mem	AL390334.1	Tc-Mem
1.1244967495661137e-281	0.9247452	0.7562457083449683	Tc-Mem	LINC01483	Tc-Mem
1.9118243898649406e-281	0.94154984	0.7561398956875754	Tc-Mem	DSCAM	Tc-Mem
4.704183996950189e-281	0.92481935	0.7559600218766834	Tc-Mem	LINC01807	Tc-Mem
8.662112739334731e-281	0.9186639	0.7558374343551786	Tc-Mem	CD36	Tc-Mem
9.677305594093785e-281	0.9250255	0.7558146225950997	Tc-Mem	MLIP	Tc-Mem
2.1104580176235442e-280	0.9377404	0.7556593330796981	Tc-Mem	AC098650.1	Tc-Mem
2.428755861121914e-280	0.9219673	0.7556306385571665	Tc-Mem	AC119674.2	Tc-Mem
5.279542145648603e-280	0.9132185	0.755475888509064	Tc-Mem	AC002069.2	Tc-Mem
6.944481771835036e-280	0.9158829	0.7554206830221164	Tc-Mem	SPOCK3	Tc-Mem
7.5143392307359485e-280	0.923578	0.7554041907361133	Tc-Mem	AGMO	Tc-Mem
1.2013591676755202e-279	0.9290837	0.7553102720482212	Tc-Mem	AF279873.3	Tc-Mem
1.4742828216222318e-279	0.92543626	0.7552688101329428	Tc-Mem	POT1-AS1	Tc-Mem
3.0851907898216707e-279	0.9222398	0.7551214071156764	Tc-Mem	LINC01208	Tc-Mem
5.253414897180327e-279	0.92753243	0.7550148751685514	Tc-Mem	AL139042.1	Tc-Mem
1.0633849572384891e-278	0.9358575	0.7548739457588751	Tc-Mem	ALK	Tc-Mem
2.974598122903689e-278	0.92880064	0.7546686142292464	Tc-Mem	NCAM2	Tc-Mem
1.28163376663825e-277	0.9367972	0.7543763000198576	Tc-Mem	FSTL5	Tc-Mem
4.458153369112697e-277	0.89021367	0.7541271431944017	Tc-Mem	ZNF804A	Tc-Mem
5.323907221285965e-277	0.9254862	0.7540909475075198	Tc-Mem	KCNJ6	Tc-Mem
6.299018125491863e-277	0.91977006	0.7540566014228065	Tc-Mem	RIMS2	Tc-Mem
6.504615557290016e-277	0.911945	0.7540493828365653	Tc-Mem	AC007091.1	Tc-Mem
7.671274155385804e-277	0.929031	0.7540156789748271	Tc-Mem	DIRC3	Tc-Mem
1.431002812026372e-276	0.92700803	0.7538905225614215	Tc-Mem	NKAIN3	Tc-Mem
1.630724033050893e-276	0.9252207	0.7538636519521394	Tc-Mem	LINC00378	Tc-Mem
2.6499967365791107e-276	0.91574323	0.753765160636664	Tc-Mem	GRIA1	Tc-Mem
1.2855004547257667e-275	0.9182798	0.7534489814215168	Tc-Mem	AC114316.1	Tc-Mem
1.3576957461242665e-275	0.93587273	0.7534372672744494	Tc-Mem	AGBL1	Tc-Mem
3.2390264530454465e-275	0.9293385	0.7532618633354646	Tc-Mem	ZFPM2	Tc-Mem
7.745400149746843e-275	0.92222255	0.753086664907832	Tc-Mem	AC012593.1	Tc-Mem
9.340008162251634e-275	0.9394498	0.7530484141074295	Tc-Mem	RYR3	Tc-Mem
1.4293172728370489e-274	0.9341025	0.7529624589844297	Tc-Mem	NRG3	Tc-Mem
1.4403131927924145e-274	0.9182051	0.752960146981719	Tc-Mem	AC124290.1	Tc-Mem
2.0829419487146772e-274	0.9250897	0.7528854949830825	Tc-Mem	AL356295.1	Tc-Mem
3.3670278969068354e-274	0.9347812	0.7527885193138284	Tc-Mem	NAV2	Tc-Mem
8.046434274575848e-274	0.91680366	0.7526123703961924	Tc-Mem	TFEC	Tc-Mem
2.0699039137176675e-273	0.9335114	0.7524220925731023	Tc-Mem	U91319.1	Tc-Mem
2.3421973944657894e-273	0.9243105	0.7523965320986896	Tc-Mem	AL110292.1	Tc-Mem
7.281317747704249e-273	0.9180394	0.7521673098743837	Tc-Mem	LINC02307	Tc-Mem
8.947962724660603e-273	0.92795306	0.7521251543582921	Tc-Mem	AC007092.1	Tc-Mem
9.876065239301275e-273	0.9389	0.7521045775341669	Tc-Mem	DPP10	Tc-Mem
2.2936285116171196e-272	0.9024691	0.7519344912014168	Tc-Mem	AL356277.3	Tc-Mem
2.6451465155738157e-272	0.9165812	0.7519050773891529	Tc-Mem	LINC02607	Tc-Mem
3.241367755083279e-272	0.9289371	0.7518634613403604	Tc-Mem	AC068051.1	Tc-Mem
3.246824584200917e-272	0.93160486	0.7518623824057622	Tc-Mem	AC060809.1	Tc-Mem
1.7291744611690448e-271	0.93158954	0.7515243419205395	Tc-Mem	AC073176.2	Tc-Mem
1.9036256664836973e-271	0.9162913	0.7515042531858755	Tc-Mem	CPED1	Tc-Mem
1.9569426628341335e-271	0.9206364	0.7514979594007186	Tc-Mem	AC026167.1	Tc-Mem
6.241494216422743e-271	0.9292243	0.7512635480147731	Tc-Mem	AC079160.1	Tc-Mem
1.0803054220064219e-270	0.92933613	0.7511522122397938	Tc-Mem	AL691420.1	Tc-Mem
1.5927001362716954e-270	0.9132243	0.7510731931249259	Tc-Mem	LINC02842	Tc-Mem
1.864867429528119e-270	0.9193837	0.751039925974811	Tc-Mem	LINC02885	Tc-Mem
4.537728894174837e-270	0.9319437	0.7508590246071587	Tc-Mem	AC008415.1	Tc-Mem
7.540851522165528e-270	0.94286144	0.7507550358630154	Tc-Mem	KIAA1217	Tc-Mem
1.6999082787113612e-269	0.92555094	0.7505893937132536	Tc-Mem	CSMD3	Tc-Mem
2.0791639195933418e-269	0.9282827	0.7505479831758132	Tc-Mem	GRID1	Tc-Mem
2.5732047083945634e-269	0.9453769	0.750504183568905	Tc-Mem	SGCD	Tc-Mem
3.7122382504125423e-269	0.9327136	0.7504293774367545	Tc-Mem	AC021613.1	Tc-Mem
5.005129076433009e-269	0.9439074	0.7503682378095161	Tc-Mem	CNTN4	Tc-Mem
5.943302968083418e-269	0.9401403	0.7503327871012855	Tc-Mem	SGCZ	Tc-Mem
1.4743422979831617e-268	0.9295978	0.750148212218215	Tc-Mem	BX284613.2	Tc-Mem
1.6678727243395636e-268	0.92940784	0.7501225489881264	Tc-Mem	LINC01322	Tc-Mem
2.843192781011195e-268	0.93389046	0.7500138334828856	Tc-Mem	FHOD3	Tc-Mem
7.305465036351035e-268	0.9263053	0.7498212179681658	Tc-Mem	AC018697.1	Tc-Mem
1.0305282310603086e-267	0.94131684	0.7497507789522466	Tc-Mem	KIRREL3	Tc-Mem
1.310850038509763e-267	0.9143367	0.7497013020942378	Tc-Mem	AL355838.1	Tc-Mem
2.6390805542501232e-267	0.9260355	0.7495586515269879	Tc-Mem	AC024230.1	Tc-Mem
4.045678288295693e-267	0.9252138	0.7494712578245237	Tc-Mem	LINC02822	Tc-Mem
9.624680134325095e-267	0.9584722	0.7492945694395885	Tc-Mem	PRKN	Tc-Mem
1.112375972098713e-266	0.9223927	0.7492644877154305	Tc-Mem	PAPPA2	Tc-Mem
2.191527030584535e-266	0.926057	0.7491259987530599	Tc-Mem	DCDC1	Tc-Mem
2.6848983366833923e-266	0.9293503	0.7490840487483202	Tc-Mem	RP1	Tc-Mem
3.353026291271928e-266	0.921254	0.7490381940278915	Tc-Mem	LINC01362	Tc-Mem
3.5798264911178885e-266	0.9451842	0.7490242192559513	Tc-Mem	FMN1	Tc-Mem
3.597619271759354e-266	0.91710734	0.7490225494762157	Tc-Mem	CCDC178	Tc-Mem
3.999445203525658e-266	0.92914927	0.7490003542501931	Tc-Mem	LINC01151	Tc-Mem
6.570415882856297e-266	0.9356641	0.7488987031976796	Tc-Mem	CTNNA2	Tc-Mem
4.6954928473817617e-265	0.90921086	0.7484955926806104	Tc-Mem	LINC02742	Tc-Mem
1.5935224489489024e-264	0.9072721	0.7482451257202851	Tc-Mem	ROR1	Tc-Mem
2.7095886179736633e-264	0.9136008	0.7481361533258545	Tc-Mem	AC009975.2	Tc-Mem
2.9147653416987698e-264	0.88557297	0.7481206115298548	Tc-Mem	AC113167.1	Tc-Mem
4.480009294021984e-264	0.92552614	0.7480322159595492	Tc-Mem	KYNU	Tc-Mem
4.6174073423264494e-264	0.913205	0.7480254083960122	Tc-Mem	LINC02770	Tc-Mem
1.6997160532633483e-263	0.9394641	0.7477572417704905	Tc-Mem	KCNIP4	Tc-Mem
4.128939146515495e-263	0.9310818	0.7475751073347259	Tc-Mem	SNTG1	Tc-Mem
1.047618300123476e-262	0.9289391	0.7473839303994704	Tc-Mem	LINC00499	Tc-Mem
1.3565089643396992e-262	0.9329854	0.7473303946922583	Tc-Mem	LINC01374	Tc-Mem
3.147842668010655e-262	0.9366936	0.7471573284449033	Tc-Mem	LRRTM4	Tc-Mem
3.25484284403326e-262	0.9100667	0.747149852969472	Tc-Mem	PLCB4	Tc-Mem
4.9011076754124467e-262	0.9102664	0.7470653364259366	Tc-Mem	LINC01828	Tc-Mem
7.376150833194902e-262	0.92319673	0.7469802804151021	Tc-Mem	AC113137.1	Tc-Mem
8.984768713207008e-262	0.92015576	0.7469392038336088	Tc-Mem	SLC44A5	Tc-Mem
9.693321388774441e-262	0.9360612	0.7469224032805777	Tc-Mem	LINC02542	Tc-Mem
1.0079753949506291e-261	0.909497	0.7469137718037911	Tc-Mem	FLJ46284	Tc-Mem
1.0858452940293223e-261	0.9370041	0.7468978960518444	Tc-Mem	AC106741.1	Tc-Mem
1.7595578798109717e-261	0.93266374	0.7467982487350134	Tc-Mem	LINC02641	Tc-Mem
2.2732186614348437e-261	0.92808837	0.7467450726726674	Tc-Mem	PRKG1	Tc-Mem
3.014126646041625e-261	0.91799957	0.7466865533151679	Tc-Mem	AC068413.1	Tc-Mem
3.8404280735929072e-261	0.93326426	0.7466362030339126	Tc-Mem	CTNND2	Tc-Mem
4.809922773768749e-261	0.93147105	0.7465893721345617	Tc-Mem	ANO2	Tc-Mem
1.064104880253636e-260	0.92863345	0.7464256309648064	Tc-Mem	MSR1	Tc-Mem
1.1409174046276685e-260	0.9584546	0.7464107057028629	Tc-Mem	RBFOX1	Tc-Mem
1.3236507438116038e-260	0.927534	0.7463795707330256	Tc-Mem	MGC4859	Tc-Mem
2.472665259683222e-260	0.9445946	0.7462504839150118	Tc-Mem	ANK2	Tc-Mem
3.1516873072723373e-260	0.9015779	0.7461999795002426	Tc-Mem	LINC02653	Tc-Mem
3.843328276304286e-260	0.92603666	0.7461585689628022	Tc-Mem	ATRNL1	Tc-Mem
6.5166551116009e-260	0.91796434	0.7460493139902624	Tc-Mem	LINC01515	Tc-Mem
6.520729333956886e-260	0.93462515	0.7460485947005302	Tc-Mem	LINC01885	Tc-Mem
8.832813616505941e-260	0.92856276	0.7459855284043662	Tc-Mem	AC110614.1	Tc-Mem
1.0495105536530155e-259	0.9107797	0.7459494354731604	Tc-Mem	WDR49	Tc-Mem
1.1806999343795803e-259	0.9211312	0.7459245942884799	Tc-Mem	LNCAROD	Tc-Mem
1.5067851884682157e-259	0.94749755	0.7458737816066826	Tc-Mem	TTC28	Tc-Mem
3.059270166910413e-259	0.92845607	0.7457272777015815	Tc-Mem	ERBB4	Tc-Mem
3.997489572596716e-259	0.9245285	0.7456715584362539	Tc-Mem	AL583785.1	Tc-Mem
4.9698718378286713e-259	0.91176814	0.7456260890496103	Tc-Mem	AC079760.1	Tc-Mem
9.979828544006512e-259	0.92578363	0.7454817173247867	Tc-Mem	LINC00922	Tc-Mem
1.1872118762705825e-258	0.9249494	0.7454453161265528	Tc-Mem	AC092078.2	Tc-Mem
1.800693046881932e-258	0.92316604	0.7453587701584159	Tc-Mem	CLSTN2	Tc-Mem
2.0015209813835694e-258	0.921519	0.7453363694210411	Tc-Mem	AC046195.1	Tc-Mem
3.594622920317969e-258	0.9190909	0.7452143213668354	Tc-Mem	AC004704.1	Tc-Mem
3.852869366250759e-258	0.9192475	0.7451994217938109	Tc-Mem	AC020637.1	Tc-Mem
8.906400325750633e-258	0.9405662	0.7450257133234808	Tc-Mem	ATP2B2	Tc-Mem
2.689634262490138e-257	0.94706565	0.7447960286986327	Tc-Mem	PARD3	Tc-Mem
3.866760496609263e-257	0.9362297	0.744720349143236	Tc-Mem	ANK3	Tc-Mem
1.2783933416432774e-256	0.9228626	0.7444716290294033	Tc-Mem	LINC02763	Tc-Mem
2.410845359456661e-256	0.9193028	0.7443396136746226	Tc-Mem	LINC02476	Tc-Mem
5.83692478463968e-256	0.91470176	0.7441557067034463	Tc-Mem	AC004870.4	Tc-Mem
6.717164751454305e-256	0.95190495	0.7441260103130733	Tc-Mem	KAZN	Tc-Mem
9.484314622312743e-256	0.9208909	0.7440538758284998	Tc-Mem	AC077690.1	Tc-Mem
1.0639335170439971e-255	0.9412444	0.7440294713554424	Tc-Mem	PSD3	Tc-Mem
1.3866388603156168e-255	0.9145626	0.7439739319125477	Tc-Mem	AL138927.1	Tc-Mem
2.1872122258970973e-255	0.94271016	0.7438787544676242	Tc-Mem	OFCC1	Tc-Mem
2.736209138286622e-255	0.94273436	0.743831692368002	Tc-Mem	AC104041.1	Tc-Mem
6.816096734588821e-255	0.92100036	0.7436414916116688	Tc-Mem	AL353595.1	Tc-Mem
7.088960722260251e-255	0.9340782	0.7436327830681252	Tc-Mem	MARCHF1	Tc-Mem
7.111490540855385e-255	0.9062678	0.7436315756889318	Tc-Mem	EGFEM1P	Tc-Mem
7.266717719118842e-255	0.92573637	0.7436265406608064	Tc-Mem	LUZP2	Tc-Mem
1.100437550605618e-254	0.9245729	0.7435397121145602	Tc-Mem	AC103409.1	Tc-Mem
2.4075551842932885e-254	0.91113293	0.7433763049007521	Tc-Mem	AL583808.1	Tc-Mem
3.566516899060937e-254	0.9254036	0.7432939719153324	Tc-Mem	AC092445.1	Tc-Mem
3.765953865882848e-254	0.93163055	0.7432821036347508	Tc-Mem	NRG1	Tc-Mem
4.603777555953175e-254	0.9491429	0.7432397426073072	Tc-Mem	ROBO2	Tc-Mem
5.3397183917129496e-254	0.91773844	0.7432083250593606	Tc-Mem	LINC01435	Tc-Mem
6.018505238570463e-254	0.9400693	0.743182867340624	Tc-Mem	CADM2	Tc-Mem
9.838491103901231e-254	0.9254179	0.7430799575310791	Tc-Mem	AC021351.1	Tc-Mem
1.1161287456255495e-253	0.9302417	0.743053138299635	Tc-Mem	DNAH14	Tc-Mem
1.569644937566654e-253	0.9551722	0.7429815432823605	Tc-Mem	AL078602.1	Tc-Mem
2.2497877990529096e-253	0.9292275	0.7429059664826398	Tc-Mem	AC097522.2	Tc-Mem
